,Department,Title,Text,Vernehmlassung Day,Vernehmlassung Month,Vernehmlassung Year,Behoerde,SR Links,SR Numbers
63,UVEK,"Verordnung über die Lärmemissionen von Geräten und Maschinen, die im Freien verwendet werden (Maschinenlärmverordnung, MaLV)","Artikel 5 der Lärmschutzverordnung (LSV, SR 814.41) beauftragt das UVEK, eine Verordnung über die Typenprüfung und Kennzeichnung von Rasenmähern und Baumaschinen zu erlassen. Mit der obengenannten Verordnung kommt das UVEK diesem Auftrag nach.",30,11,2006,Departement oder Bundeskanzlei,,
64,UVEK,Verordnung des UVEK über den Nachweis der Produktionsart und der Herkunft von Elektrizität,"Inhalte und Anforderungen der Herkunftsnachweise (Nachweis der Produktionsart und der Herkunft von Elektrizität gemäss Art. 1d EnV) sowie die Verfahren für die Erfassung, Ausstellung, Überwachung der Weitergabe und Löschung der Herkunftsnachweise (Prüfverfahren gemäss Art. 1e EnV) sollen festgelegt und konkretisiert werden.",5,10,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,,
65,UVEK,Änderung von Artikel 86 der Bundesverfassung und Schaffung einer Spezialfinanzierung Luftverkehr,"Mit dem Entwurf einer Änderung von Artikel 86 der Bundesverfassung wird die Grundlage geschaffen, Erträge aus der Besteuerung von Flugtreibstoffen zugunsten der Luftfahrt zu verwenden.",26,1,2007,Bundesrat,['/eli/cc/1999/404/de'],['101']
66,UVEK,Pa.Iv. 06.425 Presseförderung mittels Beteiligung an den Verteilungskosten,"Mit der Vorlage sollen die rechtlichen Grundlagen geschaffen werden, dass abonnierte Zeitungen und Zeitschriften auch nach 2007 von vergünstigten Posttaxen profitieren können. Der Bund soll dafür weiterhin 80 Millionen Franken pro Jahr zur Verfügung stellen.",10,1,2007,Bundesversammlung,['/eli/cc/2012/585/de'],['783.0']
67,UVEK,Aktionsplan gegen Feinstaub - Änderung der Luftreinhalte-Verordnung (LRV),Massnahmen im Rahmen des Aktionsplans gegen Feinstaub: Verschärfte Grenzwertanforderungen bei Holz- und Kohlefeuerungen sowie weitere Anpassungen in diesem Kontext.,31,1,2007,Departement oder Bundeskanzlei,['/eli/cc/1986/208_208_208/de'],['814.318.142.1']
68,UVEK,"Radio- und Fernsehverordnung (RTVV): Anhang 1, Richtlinien für die UKW-Sendernetzplanung; Anhang 2, Richtlinien betreffend die regionalen Fernseh-Versorgungsgebiete",Laut neuem Radio- und Fernsehgesetz vom 24. März 2006 (RTVG) erlässt der Bundesrat Richtlinien zur Definition der regionalen UKW-Radio- und TV-Versorgungsgebiete. Diese Richtlinien befinden sich im Anhang zur neuen Radio- und Fernsehverordnung (RTVV; in Erarbeitung).,22,1,2007,Departement oder Bundeskanzlei,,
69,UVEK,"Änderung der Verordnung über die Arbeits- und Ruhezeit der berufsmässigen Motorfahrzeugführer und -führerinnen (Chauffeurverordnung, ARV 1)","Die ARV 1 soll dem geänderten Recht der Europäischen Union angepasst werden. Mit der Anpassung sollen die sozialen Bedingungen der Arbeitnehmenden verbessert, die Sicherheit im Strassenverkehr erhöht und die Wettbewerbsbedingungen zwischen der Schweiz und der EU im Personentransport- und Güterverkehr einander angeglichen werden.",31,1,2007,Einheit der zentralen oder dezentralen Bundesverwaltung,,
70,EVD,Verordnung über die Kennzeichnungen „Berg“ und „Alp“ für landwirtschaftliche Erzeugnisse und verarbeitete landwirtschaftliche Erzeugnisse,"Die Verordnung über die Kennzeichnungen „Berg“ und „Alp“ für landwirtschaftliche Erzeugnisse stellt sicher, dass ein Produkt mit der Bezeichnung „Berg“ tatsächlich aus einer Bergregion stammt.",10,3,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,,
71,EVD,Totalrevision der Landwirtschaftlichen Absatzförderungsverordnung (LAfV),Die geltende Verordnung vom 7. Dezember 1998 mit Änderungen (Stand am 30. Dezember 2003) wurde total überarbeitet. Neben den Anpassungen aufgrund der Entwicklung bei der regionalen Absatzförderung ist die Regelung zum einheitlichen Auftritt der Schweizer Landwirtschaft Hauptgegenstand der Änderungen.,10,3,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,,
72,EVD,Änderung der Schlachtviehverordnung SV,Neue Bestimmungen für überwachte öffentliche Märkte und für die Einfuhr von Koscher- und Halalfleisch.,10,3,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2003/791/de'],['916.341']
73,EVD,Änderung der Agrareinfuhrverordnung (AEV),Änderung der Gebührensätze bei der Einfuhr und der Zahlungsfristen für ersteigerte Kontingente.,10,3,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2011/770/de'],['916.01']
74,EVD,Aufhebung der präferenziellen Zollkontingente für Zigaretten und Rauchtabak,Das Abkommen vom 26. Oktober 2004 über landwirtschaftliche Verarbeitungserzeugnisse hob die völkerrechtliche Verpflichtung für die präferenziellen Zollkontingente für Zigaretten und Rauchtabak betreffend Importe aus der EU und der Türkei auf. Bei der Umsetzung des Abkommens ins Landesrecht wurde dies übersehen und die Präferenzen blieben in den entsprechenden BR-Verordnungen weiter bestehen. Das Landesrecht soll deshalb nachträglich angepasst werden. Im Frühjahr 2006 wurden die betroffenen Importeure über die bevorstehende Aufhebung der Zollfreikontingente informiert. Ein Importeur (Grossverteiler) verlangte eine Aufhebung der Kontingente frühestens per 30. Juni 2007.,30,5,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,,
75,EVD,Bundesgesetz über die Produktsicherheit (PSG),Das Bundesgesetz vom 19. März 1976 über die Sicherheit von technischen Einrichtungen und Geräten (STEG) soll revidiert und zum Produktsicherheitsgesetz werden.,15,6,2006,Bundesrat,,
76,EVD,"Verordnung über die Aus-, Weiter- und Fortbildung der Personen im öffentlichen Veterinärdienst. Änderung der Tierseuchenverordnung","Mit der neuen Verordnung über die Aus-, Weiter- und Fortbildung der Personen im öffentlichen Veterinärdienst soll eine ganzheitliche Regelung zur Ausbildung für alle Personen im öffentlichen Veterinärdienst getroffen werden. Ziel ist es, dass die anspruchsvollen und vielfältigen Aufgaben im öffentlichen Veterinärdienst von Personen mit vertiefter Aus- und Weiterbildungen, die den internationalen Ansprüchen genügt, übernommen werden.
Die Tierseuchenverordnung muss in mehreren Punkten geändert werden. Es betrifft dies insbesondere: seuchenpolizeiliche Pflichten im Viehhandel, die KODAVET-Datenbank, den Equidenpass, Massnahmen zur Bekämpfung der Schweinkrankheit PRRS und sowie die Überführung der getroffenen Sofortmassnahmen zur Bekämpfung der Geflügelpest in ordentliches Recht.",7,6,2006,Departement oder Bundeskanzlei,['/eli/cc/1995/3716_3716_3716/de'],['916.401']
77,EVD,Vereinbarung zwischen dem Bund und den Kantonen über den Aufbau von Masterstudiengängen an Fachhochschulen (Fachhochschulmastervereinbarung),"Der Bundesgesetzgeber sieht in Art. 16 Abs. 2 des Fachhochschulgesetzes vor, dass Bund und Kantone in einer Vereinbarung Grundsätze für das Angebot von Diplomstudiengängen festlegen. Das Bundesamt für Berufsbildung und Technologie (BBT) und die Schweizerische Konferenz der kantonalen Erziehungsdirektoren (EDK) haben gemeinsam den vorliegenden Vorentwurf zu einer Vereinbarung ausgearbeitet, welche die Anforderungen für die Bewilligung von FH-Masterstudiengängen konkretisiert. Damit soll der geordnete Aufbau von qualitativ hochstehenden, wettbewerbsfähigen, stufen- und bedarfsgerechten, praxisorientierten sowie international kompatiblen Masterstudiengängen ermöglicht werden.",27,6,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,,
78,EVD,"Verordnung über Massnahmen zur Bekämpfung der Schwarzarbeit (Verordnung gegen die Schwarzarbeit, VOSA)","Die Verordnung über Massnahmen zur Bekämpfung der Schwarzarbeit (Verordnung gegen die Schwarzarbeit, VOSA) enthält die Ausführungsbestimmungen zum Bundesgesetz über Massnahmen zur Bekämpfung der Schwarzarbeit (Bundesgesetz gegen die Schwarzarbeit) vom 17. Juni 2005.",30,6,2006,Bundesrat,,
79,EVD,Änderung des Bundesgesetzes gegen den unlauteren Wettbewerb (UWG),"Die Anpassung sieht einen verstärkten Schutz gegen Schmarotzer-Marketing vor. Unter Schmarotzer- oder Ambush-Marketing versteht man ein Verhalten, das vom Organisator eines Anlasses nicht autorisiert ist und mit dem ein werbetreibendes Unternehmen bewusst eine Verbindung zum Anlass anstrebt, um davon ohne eigene Leistung zu profitieren. Beim Publikum kann der unzutreffende Eindruck entstehen, das werbetreibende Unternehmen stehe in einem Bezug zum Organisator eines Sport- oder sonstigen Anlasses, z.B. als Sponsor oder Bevollmächtigter.",18,8,2006,Bundesrat,['/eli/cc/1988/223_223_223/de'],['241']
80,EVD,Aufhebung und Vereinfachung von Bewilligungen,"Der Bundesrat hat am 17. Mai 2006 die Vernehmlassung zur Aufhebung und Vereinfachung von in sechs Gesetzen enthaltenen Bewilligungsverfahren eröffnet. Diese Gesetzesänderungen werden in die Botschaft über die administrative Entlastung integriert, welche vom Bundesrat noch 2006 verabschiedet werden sollte. Die Vernehmlassung wird bis 24. August 2006 dauern.",24,8,2006,Bundesrat,,
81,EVD,Milchqualitätsverordnung,Die Qualitätskontrolle der Milch wird teilweise aus den Qualitätsabzügen (nach ungenügenden Ergebnissen) finanziert.,23,6,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,,
82,EVD,Weiterentwicklung des Veterinäranhangs zum Landwirtschaftsabkommen Schweiz - EG,"Die schweizerische Gesetzgebung soll den Entwicklungen des EU-Rechts so angepasst werden, dass die administrativen Vorschriften für den Grenzübertritt von Tieren und tierischen Produkten grösstenteils abgebaut werden können. Es handelt sich dabei um folgende Verordnungsänderungen: Totalrevision der Verordnung über Ein-, Durch- und Ausfuhr von Tieren und Tierprodukten, Änderung der Tierseuchenverordnung und der Verordnung über das Schlachten und die Fleischkontrolle.",31,8,2006,Departement oder Bundeskanzlei,"['/eli/cc/1995/3716_3716_3716/de', '/eli/cc/2015/846/de', '/eli/cc/2017/66/de']","['916.401', '916.443.11', '817.190']"
83,EVD,Verordnung des EVD über die biologische Landwirtschaft,"Die Verordnung vom 22. September 1997 ist an die europäische Gesetzgebung anzupassen, um Handelshemmnisse zu verhindern.",11,8,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,,
84,EVD,Verordnung über die biologische Landwirtschaft und die Kennzeichnung biologisch produzierter Erzeugnisse und Lebensmittel (Bio-Verordnung),Die Verordnung vom 22. September 1997 ist anzupassen und in einigen Punkten zu erweitern.,11,8,2006,Einheit der zentralen oder dezentralen Bundesverwaltung,,
85,EVD,Totalrevision der Tierschutzverordnung,Nach Beschluss des neuen Tierschutzgesetzes durch das Parlament am 16. Dezember 2005 wird die Tierschutzverordnung total revidiert und an die neuen Bestimmungen angepasst.,10,11,2006,Departement oder Bundeskanzlei,['/eli/cc/2008/416/de'],['455.1']
86,EVD,"Fachhochschulakkreditierungsvereinbarung, Fachhochschulakkreditierungsagenturenverordnung, Fachhochschulakkreditierungsrichtlinien und Teilrevision Fachhochschulverordnung","Der Gesetzgeber sieht in Art. 17a FHSG vor, dass das EVD Richtlinien zur Akkreditierung erlässt und mit den Kantonen vereinbaren kann, die Prüfung der Akkreditierungsgesuche an Dritte zu delegieren. In einer separaten Akkreditierungsverordnung des EVD werden die Anerkennungsvoraussetzungen für externe Akkreditierungsagenturen sowie deren Rechte und Pflichten geregelt. Dies verlangt eine Teilrevision der Fachhochschulverordnung um eine Subdelegationsnorm (Art. 25a FHSV), die das EVD ermächtigt, Vorschriften im Bereich der Anerkennung von Akkreditierungsagenturen zu erlassen. Das Bundesamt für Berufsbildung und Technologie (BBT) hat die vorliegenden Entwürfe der Rechtserlasse zur Akkreditierung gemeinsam mit der Schweizerischen Konferenz der kantonalen Erziehungsdirektoren (EDK) ausgearbeitet. Auf deren Grundlage sollen Bund und Träger qualitativ hochstehende Ausbildungsinstitutionen und Studienangebote hoheitlich anerkennen und ausgewiesene kompetente Dritte (externe Agenturen) mit der Aufgabe der Gesuchsprüfung beauftragen können. Mit der Akkreditierung werden zudem die Grundlagen für die Diplomanerkennung durch das zuständige Departement geschaffen.",7,12,2006,Departement oder Bundeskanzlei,,
87,EVD,04.476 Parlamentarische Initiative. Schutz der Bevölkerung und der Wirtschaft vor dem Passivrauchen,Mit der vorgeschlagenen Ergänzung des Arbeitsgesetzes soll der Schutz der Arbeitnehmenden vor dem Passivrauchen am Arbeitsplatz gesetzlich verankert werden.,9,1,2007,Bundesversammlung,,
88,EVD,Bundesgesetz über die Schweizerische Landeswerbung,"Der Bundesrat schlägt vor, die Institutionen des Bundes, welche mit gesetzlichen Kommunikationsaufträgen im Ausland tätig sind, in einer einzigen und bereichsübergreifenden Organisation zu bündeln. Zu diesem Zweck sollen Präsenz Schweiz, Schweiz Tourismus und LOCATION Switzerland in eine neu zu gründende öffentlich-rechtliche Anstalt des Bundes überführt werden. Mit der Schweizerischen Landeswerbung wird eine Organisation geschaffen, welche über die notwendige Grösse und genügend Mittel verfügt, um die Vorzüge der Schweiz im Ausland gezielt bekannt zu machen.",21,12,2006,Bundesrat,,
89,EVD,Neue Verordnung über die Finanzhilfen an gewerbeorientierte Bürgschaftsorganisationen,"Nach der vollständigen Revision des Bundesgesetzes über die Finanzhilfen an gewerbeorientierte Bürgschaftsorganisationen muss die Vollzugsverordnung komplett erneuert werden. Die an das Departement übertragenen Hauptaufgaben, insbesondere das Anerkennungsverfahren und die Mechanismen zur Entrichtung von Finanzhilfen, werden in der Verordnung präzisiert.",5,1,2007,Departement oder Bundeskanzlei,,
90,EVD,Änderung der Tierseuchenverordnung: Bovine-Virus-Diarrhoe und Blauzungenkrankheit,"Mit der vorliegenden Revision der Tierseuchenverordnung soll die Grundlage für die Ausrottung der Bovinen Virus-Diarrhoe (BVD) geschaffen werden. Die BVD ist eine der wirtschaftlich bedeutsamsten Krankheiten der Schweizer Rinderbestände. Es wird ein Bekämpfungskonzept vorgeschlagen, das eine Ausrottung der Krankheit in wenigen Jahren verspricht.

Die Blauzungenkrankheit (Bluetongue) ist eine hochansteckende Tierseuche, die bis anhin nur in südlichen Regionen vorgekommen ist, in letzter Zeit jedoch eine Ausbreitungstendenz nach Norden zeigt. Es gilt daher, die bisher allgemein abgefassten Bekämpfungsmassnahmen zu dieser Krankheit den aktuellen Erkenntnissen und Gegebenheiten anzupassen.

Im Zuge der Deregulierung soll das zweistufige Genehmigungsverfahren für Schlachtanlagen, für Besamungsstationen und Anlagen zur Entsorgung tierischer Nebenprodukte vereinfacht werden, indem auf die Plangenehmigung verzichtet wird.",31,1,2007,Departement oder Bundeskanzlei,['/eli/cc/1995/3716_3716_3716/de'],['916.401']
91,EVD,Teilrevision des Bundesgesetzes über die technischen Handelshemmnisse (THG),"Mit dieser Revision soll das bestehende Instrumentarium zur Beseitigung technischer Handelshemmnisse durch ein zusätzliches Instrument, das Cassis-de-Dijon-Prinzip, ergänzt werden. Im Rahmen der THG-Revision werden auch die im schweizerischen Produkterecht zur Zeit bestehenden Abweichungen vom in der EG geltenden Recht überprüft und im Dokument mit dem Titel „Überprüfung der Abweichungen im schweizerischen Produkterecht vom in der EG geltenden Recht“ zur Diskussion gestellt.",16,3,2007,Bundesrat,['/eli/cc/1996/1725_1725_1725/de'],['946.51']
0,BK,Entwurf zu Richtlinien über die Mindestanforderungen an das Datenschutzmanagementsystem (Zertifizierung von Organisation und Verfahren),"Gemäss Artikel 4 Abs. 3 der Verordnung über die Datenschutzzertifizierungen (VDSZ) erlässt der oder die Beauftragte Richtlinien über die Mindestanforderungen an das Datenschutzmanagementsystem. Er oder sie berücksichtigt dabei internationale Normen und Standards für die Errichtung, den Betrieb, die Überwachung und die Verbesserung von Managementsystemen, insbesondere die Normen ISO 9001:2000 und ISO 27001:2005. Die vorliegenden Richtlinien stützen sich hauptsächlich auf ISO 27001:2005, legen aber das Schwergewicht auf den Datenschutz. Der Anhang zur Richtlinie enthält sodann einen Implementierungsleitfaden, bestehend aus 20 Massnahmen, für die 9 Datenschutz-grundsätze.",28,11,2007,Departement oder Bundeskanzlei,,
1,EDA,Übereinkommen der Vereinten Nationen vom 2. Dezember 2004 über die Immunität der Staaten und ihres Vermögens von der Gerichtsbarkeit,"Das Übereinkommen der Vereinten Nationen über die Immunität der Staaten und ihres Vermögens von der Gerichtsbarkeit soll universell geltende Regeln einführen, die festlegen unter welchen Umständen ein Staat und sein Vermögen der Ge-richtsbarkeit eines anderen Staates unterstellt werden können.",11,5,2007,Departement oder Bundeskanzlei,,
2,EDA,Ratifikation eines Übereinkommens und der Änderung eines Übereinkommens sowie Beitritt zu zwei Änderungsprotokollen der UNO zur Bekämpfung terroristischer Handlungen gegen die nukleare und maritime Sicherheit,"Im Jahre 2005 verabschiedeten die UNO und zwei ihrer Sonderorganisationen, die Internationale Atomenergie-Agentur (IAEA) und die Internationale Seeschifffahrts-Organisation (IMO), ein Übereinkommen, die Änderung eines Übereinkommens sowie zwei Änderungsprotokolle zur Bekämpfung terroristischer Handlungen gegen die nukleare und maritime Sicherheit. Ziel dieser Übereinkommen und Änderungsprotokolle ist es, die bisherigen internationalen Regeln der UNO zum Schutz von Nuklearanlagen und -material sowie der Seeschifffahrt und von festen Plattformen auf dem Festlandsockel an neue terroristische Bedrohungsformen anzupassen. Insbesondere soll die internationale Zusammenarbeit bei der Verhinderung und strafrechtlichen Verfolgung terroristischer Handlungen gegen die nukleare und maritime Sicherheit verstärkt werden.",15,8,2007,Bundesrat,,
